,id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,dataset_id,weight_kg,weight_class
677,2018-P,1733,45.40618267,"Terry, Jordan",Woodward,Oklahoma,United States,Washington County Free Fair,,,115.2061774621752,48.61582432959056,0.0,Early Giant,1,20.59588120965064,light
680,2014-P,1113,546.0695571887105,"Altenburg, Harold",Cincinnati,Ohio,United States,Barnesville Pumpkin Festival,,,292.61000091681046,533.6336063522757,0.0,Rouge Vif d’Etampes,1,247.6927825843416,medium
681,2019-P,451,962.176137038996,"Fischer, Chris",,Minnesota,United States,Roland Pumpkin Fair,,,326.4080811649448,960.4265641,0.0,Casper,1,436.4353983517923,medium
682,2016-P,900,714.4941486348994,"Bernstrom, Charlie",,Minnesota,United States,Gale Woods Farm Weigh-off,552 Minor 2015,356 Borgers 2015,318.7503667713079,790.3448559475459,0.0,Atlantic Giant,1,324.08882986760125,medium
683,2014-P,34,1704.388409193513,"Ewing, Ryan",Kaukauna,Wisconsin,United States,Stillwater Harvestfest,1338 Martin,,444.4443006885848,1555.3202226600015,10.138251934353438,Wolf,1,773.096947302904,heavy
684,2017-P,EXH,433.56028060459886,"Bredl, Courtney",Milton,Vermont,United States,Vermont Growers Weigh-off,1944 Connolly,self,267.7087977704482,468.93896222440026,0.0,Wolf,1,196.6594748000012,light
686,2013-P,7,1741.9727382627514,"Ruthruff, Derek",LITTLETON,Colorado,United States,Uesugi Farms Weigh-off,1730 Werner,1770 Lieber,450.54733125822,1774.3212320524242,2.066986556984466,Big Max,1,790.144898294078,heavy
688,2016-P,569,933.3113254583662,"Barker, Ron",Salem,New York,United States,The Great Pumpkin Farm World Pumpkin Weigh-off,,,341.8314226847356,1050.2908081964958,0.0,Wolf,1,423.3425507373112,medium
691,2014-P,1326,399.0447905302474,"Oppelt, Betsy",Roy,Utah,United States,Thanksgiving Point,,350 Turner,280.7446328753824,441.4192347143088,0.0,Autumn Gold,1,181.00352462619597,light
692,2013-P,1330,205.3030429211044,"Shiffell, Antonio",,Colorado,United States,The Flower Bin,1623 Wallace,,206.964016719508,214.2984056961853,2.0021938307846656,Wolf,1,93.12381784466959,light
694,2021-P,706,668.2164879684013,"Vumbaco, Robert",Ellicottville,New York,United States,The Great Pumpkin Farm World Pumpkin Weigh-off,,,294.6438160269629,661.6865189,2.945576377639415,Jack O'Lantern,1,303.0976532105631,medium
695,2013-P,836,566.6274234,"Stevens, Hopkins",Rocky Hill,Connecticut,United States,Durham Fair Weigh-Off,,,294.1624764,599.0629989,0.0,Autumn Gold,1,257.0176662348528,medium
697,2017-P,DMG,1051.036306309163,"Box, Andy",Rocky Hill,Connecticut,United States,SNGPG Frerichs Farm Weigh-off,1864 Wallace,1998 Jutras,375.5969485,1222.0707277917925,0.0,Big Moose,1,476.74166025138584,heavy
698,2016-P,1266,431.0654548379316,"Marvin, David",Watkins,Colorado,United States,Fort Collins Nursery Weigh-off,,2109 Zwyiec,281.2171939,440.8868510019379,0.0,Jack O'Lantern,1,195.52784179084708,light
700,2017-P,1174,483.9230245850687,"Ferretti, Giulio",,Lombardy,Italy,Festa della zucca di sale,Cabanon,Cabanon,304.1674961298883,573.9211941590611,0.0,Howden,1,219.50361256759047,light
701,2020-P,DMG,1769.873044618526,"Schafer, Brad",Comstock Park,Michigan,United States,Central Great Lakes Weigh-off,2158 Geddes,1984 Barron,414.9150723725059,1728.7931750641449,1.0138089288910788,Big Moose,1,802.8002540546064,heavy
702,2020-P,600,889.7980878802264,"Lieber, Charlie",Albany,Oregon,United States,Terminator,673 Smith,Self,324.0530102731161,883.2740407,3.927233924532164,Blue Hubbard,1,403.60529427776765,medium
703,2015-P,1736,102.83109553411974,"Levick, Scott",Fond Du Lac,Wisconsin,United States,Mishicot Pumpkin Fest,,,171.96488849694188,104.05246808754144,0.0,Atlantic Giant,1,46.64336228551244,light
707,2018-P,1557,183.32591343081413,"Shoop, Chad",Granite Bay,California,United States,Elk Grove Giant Pumpkin Festival,,,197.5079468849623,180.1078854589154,2.9066477798444685,Wolf,1,83.15516772490984,light
708,2014-P,273,1268.700038767492,"roberto, morettini",Pontedera,Other,Italy,Pesa la Zucca! Foiano,1874.5 Mathison,1625 Ganter,401.0059787763377,1252.972926417453,0.0,Cinderella,1,575.4721879846243,heavy
709,2014-P,EXH,142.8263200062564,"Holland, Joel",Myrtle Creek,Oregon,United States,Baumans Farm Giant Pumpkin Weigh-off,,,189.9260132,156.5622537138088,0.0,Cinderella,1,64.78487614427785,light
710,2013-P,1057,370.2580266393148,"Barker, Ron",Riverside,Iowa,United States,Southeast South Dakota Weigh-off,,,248.61829651119515,393.77817560941617,0.9734349074510612,Atlantic Giant,1,167.94607881938006,light
712,2017-P,750,764.2306366,"Brungard, Matt",Quakertown,Pennsylvania,United States,PGPGA Great Pumpkin Weigh-off,2058.5 Rose,2075.5 Connolly,321.50145707442107,856.8831969433772,0.0,Blue Hubbard,1,346.6489029166672,medium
714,2016-P,1192,482.50631187119166,"Raymond, Richard",DENVER,Colorado,United States,Old Colorado City Giant Pumpkin Weigh-off,Unknown,Unknow,268.3550279519731,494.9211366760245,1.0185367752140615,Jack O'Lantern,1,218.86100301427757,light
715,2016-P,1100,504.7717932187492,"Hausladen, Tpny",Fort Wayne,Indiana,United States,Fair Oaks Farm Cowtoberfest,500 O'Brien,Open,261.6353023165571,379.7402994480108,37.31422726207493,Autumn Gold,1,228.9604472296789,medium
716,2015-P,DMG,1645.4533645037156,"Mark, Zillmer",Mishicot,Wisconsin,United States,Oktoberfest,1781ZYWEC,,413.6064261569127,1583.8084784207028,14.893963703526424,Jack O'Lantern,1,746.3644825119694,heavy
717,2018-P,DMG,1708.832729315432,"Grande, James",La Salle,Michigan,United States,Central Great Lakes Weigh-off,173 0Platte,2363 Holland,420.7086351719226,1551.9639444586485,9.171520194422568,Prizewinner,1,775.1128553556455,heavy
718,2017-P,817,744.8334917672883,"Gordon, Marvin",Saegertown,Pennsylvania,United States,PGPGA Great Pumpkin Weigh-off,2145 McMullen,2059 Daletas,306.5377259197652,713.3307697860131,1.0287573630152045,Spirit,1,337.8505131977078,medium
719,2019-P,255,1275.5583743007655,"Post, Joe",Spanish Fork,Utah,United States,Thanksgiving Point,,2255 Zaychowski,377.1862904293069,1120.6135914524548,8.382925894537538,Big Max,1,578.5830741158328,heavy
721,2015-P,1274,472.7401883793424,"Menike, Ross",Trumbull,Connecticut,United States,Durham Fair Weigh-Off,,,269.1117211,398.8531549582999,17.121735609918154,Wolf,1,214.43116752736267,light
725,2015-P,468,1179.1383743169372,"., Fratelli Mori",Vimercate,Lombardy,Italy,Festa della zucca di sale,,,380.69588972218594,1120.2664025482527,6.858977383064362,Connecticut Field,1,534.8477334831682,heavy
727,2013-P,EXH,333.43731382548003,"Powell, Mae",Sharpeville,Pennsylvania,United States,PGPGA Great Pumpkin Weigh-off,692 Meyers,,,402.1231993083729,0.0,Dill's Atlantic,1,151.24449805272712,light
730,2015-P,1049,645.3382054002717,"Paul, Michael",LaOtto,Indiana,United States,Fair Oaks Farm Cowtoberfest,469 Beachy,Open,301.5779498661308,641.1519886929607,3.879283021540688,Champion,1,292.72024726392004,medium
731,2014-P,1398,316.6770293796035,"Stephens, Daniel Jr.",Trumbull,Connecticut,United States,Durham Fair Weigh-Off,,open,230.46070509040092,316.1610061758108,0.0,Wolf,1,143.6421671103531,light
732,2020-P,EXH,2001.2622812581017,"Cutrupi, Stefano",Valiano di Montepulciano,Tuscany,Italy,Campionato dello Zuccone,2226 Boonen,Self,439.9896366654646,1724.367894777965,6.946299847299726,Spirit,1,907.7565606804249,heavy
733,2021-P,DMG,657.4468289527412,"Wolf, Andy",Knoxville,Tennessee,United States,Tennessee Valley Fair,Dill,Self,299.3718584616836,610.4927731900689,1.0060744878653811,Dill's Atlantic,1,298.21262203833174,medium
735,2015-P,EXH,982.202033227652,"Scherber, Joe",Clackamas,Oregon,United States,Terminator,1315.5 Duffy,Open,349.03123625222264,1031.66396854778,0.0,Jack O'Lantern,1,445.5189846557971,medium
736,2018-P,117,1544.6315152982213,"Cooper, Brett",Cobleskill,New York,United States,The Great Pumpkin Farm World Pumpkin Weigh-off,1742 Wolf,Self,390.4590382388064,1360.370558638472,11.821797618102751,Cinderella,1,700.6324982871508,heavy
738,2014-P,199,1322.0652519544506,"Kathy, Miller",Grand Rapids,Michigan,United States,Harnica Farms Great Pumpkin Weigh-off,1748 Geiser,1661 Werner,385.00248432988593,1293.7253448394313,0.996101542,Connecticut Field,1,599.6782217645232,heavy
739,2021-P,598,868.9459450385631,"Slone, Dwight",Bloomington,Indiana,United States,Indiana State Fair Giant Pumpkin Weigh-off,1990 Bernstrom,2014 Paton,322.7607605380806,752.0112249387344,11.650160381817743,Dill's Atlantic,1,394.1469291019319,medium
741,2020-P,177,1507.2505570391447,"Wells, Bob",Benson,Vermont,United States,Saratoga Giant Pumpkin Fest,1297.5 Young,1080 Young,418.5481059,1505.354267940045,0.0,Autumn Gold,1,683.6767946684997,heavy
743,2018-P,EXH,82.34180057360948,"Piera, Will",Sumner,Washington,United States,Elysian Giant Pumpkin Weigh-off,1724 Schmit,1472.5 Sherwood,154.12464362492355,90.57936788596892,0.0,Connecticut Field,1,37.34958200578467,light
746,2017-P,342,1192.7770257347538,"Gansert, Norman",Saint John,Indiana,United States,Fair Oaks Farm Cowtoberfest,1007.5 Hodge,2145 McMullen,370.6319046963786,1081.3746526845975,6.030216059321917,Rouge Vif d’Etampes,1,541.0341166570785,heavy
749,2013-P,475,894.4590975,"Ford, Jim",Stockton,California,United States,Uesugi Farms Weigh-off,414 Porter,1548 Hawkley,314.19664760392527,784.6573769194388,12.63244756769703,Big Moose,1,405.71949095322,medium
750,2015-P,1553,242.42982849987817,"Witter, George",Putnam,Connecticut,United States,Ridgefield Weigh-off,,,217.7928264610833,235.31257178366823,,Dill's Atlantic,1,109.96423076891674,light
751,2019-P,EXH,1436.931316005081,"Knochel, Clint",Hiram,Maine,United States,Damariscotta Pumpkinfest and Regatta Weigh-off,1384 Jutras,Self,0.0,,0.0,Spirit,1,651.7805494893768,heavy
752,2021-P,1202,181.33654725483203,"Christensen Sr, Jens",ENUMCLAW,Washington,United States,Skagit Valley Giant Pumpkin Festival,unknown,open,188.6087500626825,177.33909835647768,5.739962631469142,Blue Hubbard,1,82.25280714241377,light
753,2014-P,796,786.1411832304426,"Barringer, Brad",Stoughton,Wisconsin,United States,Nekoosa Giant Pumpkin Fest,1812 Wallace,2032 Mathison,323.02621715532973,700.1030761,9.388526582463252,Big Moose,1,356.5873515838629,medium
754,2021-P,1228,165.53276969504518,"Richard, Powell",Chapel Hill,North Carolina,United States,Spring Hope National Pumpkin Festival,tiger king,,191.2783010624012,180.3602579373108,0.0,Champion,1,75.08434007151493,light
755,2019-P,645,848.6754654620863,"Harnica, John",Albany,Oregon,United States,Baumans Farm Giant Pumpkin Weigh-off,,1040 Kristensen,350.7696133836329,874.4789752,0.0,Rouge Vif d’Etampes,1,384.95240172987866,medium
756,2017-P,1049,511.3333709493407,"Pearson, Ron",Pleasant Grove,Utah,United States,Hee Haw Farms,,,282.5498996378548,591.6644701211757,0.0,Autumn Gold,1,231.93672639565335,medium
758,2015-P,184,1351.8031576902492,"Menike, Ross",Westfield,Wisconsin,United States,Cedarburg Wine and Harvest Festival,,1626 D. Gantner,369.2705366700637,1187.2430225259106,7.9858376666113475,Rouge Vif d’Etampes,1,613.1670979030355,heavy
761,2015-P,822,769.0978251552174,"Stoffel, Peter",Milwaukee,Wisconsin,United States,Nekoosa Giant Pumpkin Fest,,,,752.2247316455841,5.850610846001756,Autumn Gold,1,348.85662070780535,medium
763,2021-P,242,1308.4042052578357,"Cassella, Salvatore",Malonno,Lombardy,Italy,Sfida Nazionale della Zucca - Club Maspiano,1542 URENA,1542 URENA,385.2859273674861,1345.9896020693695,1.016679692747564,Prizewinner,1,593.4816802713121,heavy
764,2020-P,1066,342.29988386514856,"Freshcorn, Neil",Waterville,Ohio,United States,Ohio Valley Giant Pumpkin Growers Weigh-off,692 Ailts,692 Ailts,239.427514110535,337.90419742752573,12.396214894505048,Casper,1,155.26448892216047,light
766,2021-P,997,390.0437501784409,"Radach, Matt",,Illinois,United States,Heaps Giant Pumpkin Farm Illinois Weigh-off,1148.5 Nehring,1054 Brown,250.99611407704955,382.9822733103641,10.144402606457865,Jack O'Lantern,1,176.92072473093938,light
767,2019-P,664,923.2693843835082,"Rodler, Bernd",Riederberg,Lower Austria,Austria,Gartenbauschule Langenlois,2152 Gantner,self,363.9390560929147,1000.8190508565136,0.0,Big Max,1,418.7876066012842,medium
768,2014-P,708,831.2834939974936,"Litscher, Nathan",Corydon,Indiana,United States,Gary Greenhouse Weigh-off,101 Beachy (444 Beachy x 1725 Harp Clone),Open,327.9997193045024,955.3453838756044,0.0,Jack O'Lantern,1,377.06354260931107,medium
771,2013-P,1467,110.06862774996112,"Hanks, Susan",Sherwood,Wisconsin,United States,Nekoosa Giant Pumpkin Fest,,,,118.62848483088288,0.0,Connecticut Field,1,49.926248998360364,light
773,2018-P,1513,249.9598421889577,"Rose, Jerry",Westover,Pennsylvania,United States,Grims Orchard and Family Farms,1323 Givens,1323 Givens,212.84403312761324,217.7617573486797,15.974825798375775,Howden,1,113.3797847381737,light
774,2021-P,781,653.046614,"Faust, Del and julie",Frankfort,Ohio,United States,Ohio Valley Giant Pumpkin Growers Weigh-off,,,310.42232343963843,690.3062184273733,0.0,Connecticut Field,1,296.216719737488,medium
775,2016-P,843,756.5568594999381,"Adamson, Mark",Rexburg,Idaho,United States,Thanksgiving Point,1985 Miller,Self,332.415203,856.6617929189607,0.0,Jack O'Lantern,1,343.16813901429595,medium
777,2019-P,341,1263.426255699106,"Sekreta, Matt",Cottonwood Heights,Utah,United States,Thanksgiving Point,2114 Wallace,2416.5 Haist,415.9652500606804,1334.7301769806554,0.0,Early Giant,1,573.0800421750688,heavy
778,2018-P,1292,367.77046093099045,"Van Houtte, Don",Litchfield,Maine,United States,Sanford Maine Giant Pumpkin Contest,1163 Lopresti,Open,0.0,0.0,0.0,Dill's Atlantic,1,166.81773891460983,light
779,2015-P,1711,122.47712318441334,"Perry, Lee",Kirkwood,Missouri,United States,Republic Pumpkin Daze,,,0.0,0.0,0.0,Howden,1,55.55464325946442,light
780,2017-P,1021,582.3958843537567,"Edwards, Ron",La Verne,California,United States,California State Giant Pumpkin Weigh-off,,,,0.0,0.0,Cinderella,1,264.1701139757892,medium
781,2017-P,308,1297.8792149548249,"Welton, Eri",Sumner,Washington,United States,Central Market Giant Pumpkin Weigh-off,,2075 Connolly,379.19595424505167,1267.4254551977338,8.950165092557338,Spirit,1,588.7076288697889,heavy
782,2018-P,819,766.4269193816334,"Frias, Ruben",Bonney Lake,Washington,United States,Washington State Fair,1676.5 Daletas,1381 Chickon,324.12524221585005,762.2328968525956,0.0,Champion,1,347.64511921615383,medium
783,2013-P,275,1069.9889100963044,"Terry, Jason",Laingsburg,Michigan,United States,Barnesville Pumpkin Festival,1756 Lancaster,1498 Werner,341.6515018243161,1016.4678303489034,11.517369045995704,Autumn Gold,1,485.3384097084029,heavy
784,2018-P,84,1686.8291084367602,"Barenie, John",Portsmouth,Rhode Island,United States,Durham Fair Weigh-Off,2150 Skinner,2261 Wallace,401.9523370970219,1606.479618531289,11.238853169961608,Howden,1,765.1321889540469,heavy
786,2016-P,687,1011.3180564123004,"Gustinucci, Ernie",Castro Valley,California,United States,National Heirloom Exposition,,,0.0,0.0,0.0,Casper,1,458.72577984416813,heavy
787,2013-P,998,439.3890430269825,"King, Jay",Clinton,Wisconsin,United States,Mishicot Pumpkin Fest,1267 Sikorski,881 Martin,250.75696455529732,367.5112895789085,16.01923943817994,Spirit,1,199.30335480469503,light
788,2013-P,58,1408.0631737699875,"Melka, Friedrich",,Lower Austria,Austria,Austrian Weigh-off,1382 Bryson,,404.1134810603995,1265.9988821336503,2.1554489212111725,Autumn Gold,1,638.6861911166761,heavy
790,2015-P,EXH,624.7561357919095,"Peters, Glenn",Sand Lake,Michigan,United States,Harnica Farms Great Pumpkin Weigh-off,518 Sperry,1947 Clementz,310.5583522714117,754.8321548329121,0.0,Jack O'Lantern,1,283.3843851461238,medium
793,2013-P,983,457.6720839490692,"Martinez, Art",Ithaca,New York,United States,The Great Pumpkin Farm World Pumpkin Weigh-off,Pukos 1251,Pukos 1231,271.4077267098959,451.7713057555392,0.984400735812448,Rouge Vif d’Etampes,1,207.5963959026262,light
794,2016-P,958,613.1694758,"LeBlanc, Barry",Morgantown,West Virginia,United States,PGPGA Great Pumpkin Weigh-off,,,312.3448743091358,618.8484742734598,3.040844590889561,Champion,1,278.1287688670736,medium
797,2021-P,1144,248.11653255971896,"Helsel, Ryan",Mokena,Illinois,United States,Kenosha Fall Festival,2043 Clementz,,214.1414014024053,223.6594682878609,,Big Max,1,112.54367423682804,light
798,2016-P,565,993.8159153430994,"Halverson, Travis",Marshfield,Massachusetts,United States,Deerfield Fair,1744 Fulk,1496 Post,0.0,0.0,0.0,Cinderella,1,450.7869486723071,medium
799,2017-P,186,1388.9446142630838,"Sippel, Derek",Acampo,California,United States,Uesugi Farms Weigh-off,2261.5 Wallace,2307.0 Wallace,419.0899368306175,1480.2247156209935,0.0,Autumn Gold,1,630.0141654728208,heavy
800,2020-P,248,1309.741029948661,"Roof, Lee",Cardington,Ohio,United States,Ohio Valley Giant Pumpkin Growers Weigh-off,1689 Platte,2469 Daletas,357.8512252714672,1134.1627644066084,11.10991850393376,Autumn Gold,1,594.088053256473,heavy
801,2014-P,471,1065.9440956799572,"Pappas, Ed",Vancouver,Washington,United States,Skagit Valley Giant Pumpkin Festival,1341 Pugh,1495 Stelts,340.0059679303169,953.4973129,7.894073138027939,Cinderella,1,483.50371424766314,heavy
803,2017-P,51,1792.1777823847603,"Wallace, Sherman",Black Creek,Wisconsin,United States,Stillwater Harvestfest,2145 McMullen,2109 Zywiec,430.8269975180813,1859.4353349990613,0.0,Atlantic Giant,1,812.9175046674682,heavy
804,2013-P,92,1368.9540413677926,"Williamson, Ken & Jessie",New Richmond,Wisconsin,United States,Stillwater Harvestfest,2009 Wallace,self,405.7333098278821,1411.1627039220327,6.910259431916203,Autumn Gold,1,620.9466015320997,heavy
805,2016-P,EXH,756.1483926528743,"Ludwig, Fred",Lafayette,New York,United States,Saratoga Giant Pumpkin Fest,1208.5 Kibler,,320.5293882888938,817.6702742809628,0.0,Howden,1,342.9828617202026,medium
808,2015-P,450,1090.9755178988153,"Fossum, Justin",Scotia,New York,United States,Ridgefield Weigh-off,1744.5 Fulk '13,1069 Haist '14,352.1614848029012,,2.004037317480456,Big Moose,1,494.8577671147594,heavy
809,2014-P,1207,471.2889461606935,"Fredrick, Victor",West Chazy,New York,United States,Vermont Growers Weigh-off,2009 wallace 11,1725 harp,274.4195504058424,480.4251962926255,0.0,Blue Hubbard,1,213.7728956669213,light
810,2021-P,732,701.3055654154823,Young / Rhodes,Anamosa,Iowa,United States,Ryan Norlin Giant Pumpkin Weigh-off,,,322.5649139885394,659.6667748361974,0.0,Atlantic Giant,1,318.1065940279394,medium
812,2019-P,EXH,195.8470177113454,"Ferretti, Giulio",Sirtori,Lombardy,Italy,Sfida degli Zucconi della Brianza,"1257,7 Petrelli",Self,197.7167408361667,201.93932206756412,0.0,Spirit,1,88.83464045772457,light
813,2015-P,984,631.6487306645287,"Puchner, Ulrike",Haag am Hausruck,Upper Austria,Austria,Austrian Weigh-off,1033 Fischer 14,,318.2148276253978,858.5839439809225,0.0,Cinderella,1,286.5108110395849,medium
816,2018-P,1623,140.61386748533502,"Duffy, Dale",Half Moon Bay,California,United States,Elk Grove Giant Pumpkin Festival,,,176.52956354211827,137.57547169661623,0.0,Jack O'Lantern,1,63.781325380408084,light
817,2017-P,228,1493.3378334049978,"Keenan, Thomas",Torrance,California,United States,National Heirloom Exposition,1631 Urena,1718 Ceja,406.8637624040399,1414.954300464126,0.0,Early Giant,1,677.3660945298398,heavy
820,2013-P,585,796.8141890489875,"Lilley, Marty",Sharpsville,Pennsylvania,United States,Ridgefield Weigh-off,1725 Sweet,Open,337.2571669667986,785.3882997062068,0.0,Connecticut Field,1,361.42854163910835,medium
821,2018-P,650,863.1445221657455,"DeNegris, Anthony",Ararat,Virginia,United States,State Fair of Virginia Giant Pumpkin Weigh-off,1490 Haist 2014,1490 Haist 2014,324.4157525789284,863.0140246013095,9.655300053170942,Casper,1,391.5154500982048,medium
822,2017-P,297,1350.6731923742952,"Sherwood, Jim",,Colorado,United States,Old Colorado City Giant Pumpkin Weigh-off,1238 Sawtelle,1056 Hrbb,422.25308729034776,1376.7802417986766,0.0,Casper,1,612.6545546754413,heavy
823,2021-P,1376,23.64754839696216,"Danilowsky, Mike",Clayton,California,United States,The Nut Tree World Championship Giant Pumpkin Weigh-off,,,0.0,0.0,0.0,Spirit,1,10.726338772474861,light
826,2015-P,EXH,1062.1965370886855,"Grande, Gary",Fort Ann,New York,United States,CNY Pumpkinfest,1969 Haist,1985 miller,357.42510542812335,980.2797120590932,6.868236052613518,Wolf,1,481.803851651131,heavy
827,2019-P,70,1833.0440158452084,"Vincent, Gary",Half Moon Bay,California,United States,Elk Grove Giant Pumpkin Festival,1911 Urena,SELF,441.1610350111469,1820.2876924541772,2.978043610884063,Dill's Atlantic,1,831.4541012352597,heavy
828,2020-P,101,1729.1307618623453,"Hertzfeld, David",Olympia,Washington,United States,Kristoferson Farm Weigh-off,2283 Barlow/Jacobus,2005 Haist,,,4.988448287164411,Jack O'Lantern,1,784.3198805346649,heavy
830,2019-P,1089,483.3624576654773,"Golat, Mike - Dream Valley Farm",Kaukauna,Wisconsin,United States,Mishicot Pumpkin Fest,"1,440 Lehrer",self,267.94251725608325,462.99732243594536,3.9843116387044,Howden,1,219.24934389739917,light
831,2018-P,1142,504.7959807365684,"Ford, Jim",Goldsboro,North Carolina,United States,Yadkin Valley Pumpkin Weigh-off,1456.5 Sloan,1456.5 Sloan,269.74762622772005,451.1762277381032,0.999285741,Jack O'Lantern,1,228.97141849426154,medium
834,2014-P,1028,641.8043900445044,"Jones, Tom",Durham,Connecticut,United States,Ridgefield Weigh-off,1443 Holland,1495 Stelts,320.1120515422594,695.7471227956562,0.0,Prizewinner,1,291.11733688906685,medium
836,2016-P,531,977.8328447,"Vander Wielen, Pete",Blanchard,Michigan,United States,Harnica Farms Great Pumpkin Weigh-off,,,375.75200941937777,1083.50762,0.0,Prizewinner,1,443.5371556931624,medium
837,2014-P,1132,509.9735383160867,"Haist, Karl",Hartville,Ohio,United States,Barnesville Pumpkin Festival,,,285.25280603701174,538.6006578906848,0.0,Connecticut Field,1,231.31991719187042,medium
839,2017-P,69,1706.8481166108054,"Tobeck, Cindy",Johnston,Rhode Island,United States,SNGPG Frerichs Farm Weigh-off,2145 McMullen,2261 Wallace,,1634.973290513978,4.962965309967661,Connecticut Field,1,774.2126509097284,heavy
840,2018-P,220,1296.429351718892,"Carlson, Eric",New Richmond,Wisconsin,United States,Stillwater Harvestfest,1991 Vanderwielan,open,399.6528834591065,1286.7073332461807,0.9847451960361556,Big Moose,1,588.0499825048756,heavy
842,2013-P,1311,229.77253685170416,"Falwell, Mason",Clarence Center,New York,United States,CNY Pumpkinfest,13160 Brownell,,215.55847091378857,216.48760846405608,1.0547596870263982,Blue Hubbard,1,104.22298453563819,light
843,2020-P,448,1085.0595969285723,"Johnson, Sue",,Minnesota,United States,Gale Woods Farm Weigh-off,1464 Brown,1212 Brown,351.82376075660096,1038.1724643582825,2.029709542,Cinderella,1,492.174352690025,heavy
844,2021-P,61,1905.6019946997965,"Leer, Shannon",St. Johns,Michigan,United States,Ohio Valley Giant Pumpkin Growers Weigh-off,1911 Urena,Selfed,426.1803938152651,1587.600911380888,10.463242253471975,Prizewinner,1,864.36581997987,heavy
846,2015-P,1558,235.71884843406565,"Strobeck, David",Edmonds,Washington,United States,Washington State Fair,1799.5 DALETAS,2096 MEIER,211.28167979114625,214.17169656879005,7.949939471,Casper,1,106.92018389890471,light
847,2021-P,158,1395.210680408455,"Horton, Wilbur",Foley,Minnesota,United States,Anoka Halloween Great Pumpkin Expo,2032jutras,1625gantner,406.18712772007535,1320.6862507785213,4.940763739695079,Early Giant,1,632.8564029478318,heavy
849,2016-P,1298,380.4481394632659,"Sherwood, Jim",Little Valley,New York,United States,CNY Pumpkinfest,811 gerhardt,1059 vincent Mcgill,276.59835719272513,408.3749024461919,0.0,Autumn Gold,1,172.5682324754217,light
850,2019-P,856,660.0754239050382,"Armanino, George",Traverse City,Michigan,United States,Dundees Pumpkin Palooza,1514 Knochel,2157 Daletas,318.24035413520267,766.1342588086741,0.0,Champion,1,299.40493167993407,medium
852,2016-P,1436,261.15296235044644,"Winslow, Isaiah",Morrison,Colorado,United States,Nicks Garden Center Weigh-off,,,,282.00010573325505,0.0,Prizewinner,1,118.4568944984637,light
853,2016-P,1366,320.77089468389806,"Hulls, Chris",Roseville,California,United States,Irvine Park Railroad,807 Young,807 Young (self),0.0,0.0,0.0,Dill's Atlantic,1,145.4991116614587,light
854,2018-P,561,978.91677063519,"Williams, H C",El Granada,California,United States,Elk Grove Giant Pumpkin Festival,1938 Pingrey,2058 Hawkley,336.68417128166874,952.78553088903,4.871233736434978,Big Moose,1,444.0288158259571,medium
855,2018-P,1230,451.17347358415145,"Bredl, Courtney",,Utah,United States,Hee Haw Farms,,,271.2818316959493,450.75218005824496,0.0,Early Giant,1,204.64867822998244,light
856,2017-P,1378,295.38173332434724,"Bradley, David",,Ohio,United States,Barnesville Pumpkin Festival,,,0.0,0.0,0.0,Jack O'Lantern,1,133.9827911820573,light
857,2016-P,1030,657.7961884624732,"LeBlanc, Barry",Plymouth,Minnesota,United States,Stillwater Harvestfest,,,313.73891839702173,634.4832668284562,0.0,Champion,1,298.37108871707017,medium
858,2013-P,1085,398.5544055955157,"Falchi, Brunero",,Other,Italy,Pesa la Zucca! Foiano,,,218.6671294791313,252.9982940915725,63.45839772380225,Atlantic Giant,1,180.78108994288115,light
860,2020-P,413,1054.4578218135855,"Slaon, Dwight",Independence,Oregon,United States,Terminator,2469 Daletas,2066 Geddes,362.2388571233178,992.0053145883924,0.9669593766149952,Atlantic Giant,1,478.29363231206787,heavy
862,2016-P,1555,135.88826469277782,"Risi, Robert",Republic,Missouri,United States,Republic Pumpkin Daze,,,0.0,0.0,0.0,Dill's Atlantic,1,61.63782975852648,light
863,2017-P,429,1164.5167216620223,"Noel, Alex",New Tripoli,Pennsylvania,United States,Grims Orchard and Family Farms,1821 Checkon,1916 Barron,378.2300390124337,1210.7975944296345,3.07051770060086,Jack O'Lantern,1,528.21546881212,heavy
864,2013-P,1450,114.88136111858203,"Maston, John",Roy,Utah,United States,Thanksgiving Point,,Open,0.0,0.0,0.0,Cinderella,1,52.10926635249986,light
865,2017-P,243,1424.9610790154502,"Canon, Keefer",Standish,Michigan,United States,Harnica Farms Great Pumpkin Weigh-off,1599,1706,415.2404638664314,1516.3594870578902,0.0,Wolf,1,646.350945752776,heavy
866,2017-P,1253,373.4931493184582,"Leitch, Doug",New Haven,Missouri,United States,Bloomfield Giant Pumpkin Bash,1843.5 Werner,,256.8036963289424,380.9150827624322,0.0,Rouge Vif d’Etampes,1,169.4135045856581,light
867,2015-P,423,1140.852706655195,"Carlson/Petersen, Dan/Marc",Edinburg,New York,United States,Ohio Valley Giant Pumpkin Growers Weigh-off,2009 Wallace,1916 Barron,375.3376411513622,1121.289133236819,1.016109003024885,Jack O'Lantern,1,517.4816609171432,heavy
