,id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,dataset_id,weight_kg,weight_class
2075,2021-P,EXH,198.9148914295528,"Klein, Martin",Ernstbrunn,Lower Austria,Austria,Retzer Land Weigh-off,2021.5 Sperry 20,1965 Jutras 19,193.8162330788593,197.37470984522145,1.000267745069851,Spirit,1,90.22620343331371,light
2099,2020-P,EXH,331.16472268763414,"Rosati, Loris",Pontedera,Tuscany,Italy,Pesa la Zucca! Foiano,,,263.29075652024244,397.74078793687227,0.0,Dill's Atlantic,1,150.21366889332936,light
2120,2020-P,1002,465.3084072260068,"Kurzreiter, Lukas",Gross Gerungs,Lower Austria,Austria,Leiserberge Weigh-off,1395 Weishaeupl 18,520 Grabmayer 19,293.92883675011313,541.1444678492131,0.0,Casper,1,211.06017105045888,light
2130,2014-P,1553,200.51666153029512,"Briini, Bruno, Tiziano and Gino",,Other,Italy,Pesa la Zucca! Foiano,,,206.02010958672335,202.44588810766223,1.976195377102124,Dill's Atlantic,1,90.95275353684963,light
2191,2019-P,106,1709.7864351638011,"Thumfort, Daniel",Langenlois,Lower Austria,Austria,Austrian Weigh-off,2230 Wallace,2255 Zaychowsky,460.1053161219679,2041.159392224754,0.0,Early Giant,1,775.5454486988189,heavy
2208,2019-P,1010,531.6175825989891,"Raduazzo, Leonardo",Raddi in Chianti,Tuscany,Italy,Campionato dello Zuccone,1641 Team Petrelli,Self,278.2400725970598,547.7805073361918,3.9492719975306616,Cinderella,1,241.13748252624066,medium
2214,2018-P,EXH,672.7804538361643,"Garofano, Emanuele",Foiano della Chiana,Tuscany,Italy,Pesa la Zucca! Foiano,,,334.2358643005599,751.3084494239075,0.0,Atlantic Giant,1,305.16783161645344,medium
2219,2013-P,576,731.7854685622988,"Bauhof Tulln, Team",Langenlois,Lower Austria,Austria,Austrian Weigh-off,780 DIEGARTENTULLN 12,934 Schieder 11,327.65192879101903,766.0174855935784,0.0,Big Max,1,331.9320342561102,medium
2227,2021-P,EXH,598.9602497539959,"Jaglarz, Mario",Retz,Lower Austria,Austria,Europameisterschaft im Kurbiswiegen,2139 Skonager 2020,2139 Skonager 2020,300.4815846947286,643.7526569400401,0.0,Howden,1,271.6835776064145,medium
2235,2021-P,EXH,309.2369114033099,"Fellner, Johanna",,Lower Austria,Austria,Austrian Weigh-off,Biermanns,,236.0835132162292,351.7582909128846,0.0,Connecticut Field,1,140.26738911725013,light
2266,2020-P,1158,270.256823199037,"Zanotti, Walter",Marone,Lombardy,Italy,Sfida degli Zucconi della Brianza,1542 URENA 19,self,232.9393337572733,320.5311566893819,0.0,Spirit,1,122.58633294849758,light
2277,2015-P,1563,255.39032005573367,"Petrelli, Team",,Other,Italy,Campionato dello Zuccone,1254 Bartoli,Open,231.08965999055997,270.8314699673685,0.0,Autumn Gold,1,115.84300605472035,light
2285,2017-P,1483,168.14805305291262,"Mori, Flli.",,Lombardy,Italy,Festa della zucca di sale,,unknow,189.2906914004471,152.63557121592248,12.008824993661964,Prizewinner,1,76.27061168037673,light
2292,2016-P,1218,477.30072732833054,"LFS Tulln, Team",Doerfles,Lower Austria,Austria,Austrian Weigh-off,1861.8 Cutrupi,,0.0,0.0,0.0,Rouge Vif d’Etampes,1,216.4997915103121,light
2299,2019-P,970,604.352464018401,"Markl, Michael",Riederberg,Lower Austria,Austria,Austrian Weigh-off,1311.1 Mathias 17,sibb,331.18138538462387,719.3298080223454,0.0,Big Moose,1,274.1294428590345,medium
2300,2018-P,1408,308.71608562790567,"Ondelli, Buno",Capriolo,Lombardy,Italy,Sfida degli Zucconi della Brianza,,,228.8207639117804,272.0878078936751,16.318885154528406,Prizewinner,1,140.031146712133,light
2306,2018-P,575,870.5757357652961,"Lacina, Martin",Wels,Lower Austria,Austria,Austrian Weigh-off,1080.9 Melka,2145 McMullen,,892.1030156914603,2.01727800535817,Howden,1,394.8861891372522,medium
2313,2018-P,823,730.5139840381836,"Chinazzo, Alfredo",Dogliani,Piedmont,Italy,Pesa la Zucca! Foiano,,,,691.1878386553643,2.9555937900765263,Spirit,1,331.3552990478478,medium
2331,2019-P,1617,110.12965664516656,"Topini, Giuseppe",Goito,Lombardy,Italy,Sfida degli Zucconi della Brianza,,,164.57815211802304,94.45231896634508,13.02473553515253,Cinderella,1,49.95393121699439,light
2381,2020-P,1154,300.9721489544639,"Zimmermann, Adolf",Riederberg,Lower Austria,Austria,Austrian Weigh-off,,self,239.46906986434007,278.9166533464008,0.0,Dill's Atlantic,1,136.51855898855317,light
2389,2015-P,567,986.4279010299912,"Alessio, Gobbi",Arezzo,Other,Italy,Campionato dello Zuccone,1776 Deswert,1789 Wallace,,1049.0407137880893,0.0,Jack O'Lantern,1,447.43580448399575,medium
2401,2017-P,1289,324.62707307845574,"Dusan, Giorgio",Malonno,Lombardy,Italy,Sfida degli Zucconi della Brianza,821.2 Petrelli,,244.700528502762,336.932549808346,0.0,Rouge Vif d’Etampes,1,147.24824333180288,light
2419,2015-P,486,1065.5186163034696,"Melka, Friedrich",Baerndorf,Lower Austria,Austria,Austrian Weigh-off,1751 Lovse 14,,374.3145810768329,1125.437358782144,0.0,Cinderella,1,483.31072020632337,heavy
2425,2021-P,100,1731.8538991789076,"Haindl, Werner",Tulln,Lower Austria,Austria,Leiserberge Weigh-off,2226.7 Boonen,1911 Urena,440.56019718898176,1682.158347061484,0.0,Prizewinner,1,785.555073836359,heavy
2499,2016-P,DMG,1302.1504790275042,"Asta, Carmelo",Umbertide,Umbria,Italy,Pesa la Zucca! Foiano,,,,1155.082051871529,15.855081935730825,Big Moose,1,590.6450400830437,heavy
2523,2020-P,828,613.5999279983115,"Dorner, Martin",,Upper Austria,Austria,Austrian Weigh-off,1806 Sperry,,301.188019245482,696.278494498755,,Blue Hubbard,1,278.3240185406101,medium
2542,2016-P,401,1229.265664807044,"Priglhofer, Wolfgang",Buchkirchen,Upper Austria,Austria,Austrian Weigh-off,1448 Lovse,self,395.3700435254685,1332.2352198851038,0.0,Jack O'Lantern,1,557.5850714311567,heavy
2571,2018-P,1185,531.6257752768686,"Woeber, Franz",Leitzersdorf,Lower Austria,Austria,Austrian Weigh-off,1784 Stels 17,2269 Paton,294.8700163482869,519.0296096944314,1.0182288802540893,Autumn Gold,1,241.14119865938537,medium
2578,2013-P,976,475.1121038004837,"Berlinghieri, Martina",Lumezzane,Other,Italy,Pesa la Zucca! Foiano,,,254.71315586024053,429.8199284934912,13.220362572324063,Champion,1,215.507049387069,light
2615,2017-P,EXH,434.55292566062417,"Cutrupi, Stefano",Castiglion Fiorentino,Tuscany,Italy,Campionato dello Zuccone,,,253.9519762300432,440.4253025134337,0.0,Big Max,1,197.10973065625384,light
2662,2018-P,807,776.6457653544838,"Kurzreiter, Lukas",Riederberg,Lower Austria,Austria,Austrian Weigh-off,527 Camparmo 17,open,0.0,0.0,0.0,Casper,1,352.28030599867105,medium
2667,2014-P,1374,376.70964828635937,"Rosati, Loris",,Other,Italy,Campionato dello Zuccone,1382 Cutrupi,Open,241.7833638808021,363.1093360332798,2.0145362101387247,Spirit,1,170.87248278550632,light
2668,2018-P,659,827.6590836280283,"Rodler, Bernd",Buers,Vorarlberg,Austria,Austrian Weigh-off,Ruhdorfer,,324.1805497344417,843.708606169299,0.0,Dill's Atlantic,1,375.41953906100457,medium
2691,2020-P,1011,430.89260836982817,"Schoffnegger, Guenther",Seefeld,Lower Austria,Austria,Leiserberge Weigh-off,1279 Clementz,,263.3581240034952,451.7065231674378,0.0,Cinderella,1,195.4494400156871,light
2705,2020-P,DMG,876.1359180578827,"Davide, Moretti",Ribolla,Tuscany,Italy,Campionato dello Zuccone,2416.5 Haist,Self,327.70730293837266,,14.9133333589605,Casper,1,397.40824334371115,medium
2710,2014-P,346,1215.9958009749776,"Fumi, Lorenzo",Grosseto,Other,Italy,Pesa la Zucca! Foiano,2032 Mathison,,402.5983937389898,,0.0,Howden,1,551.565967355842,heavy
2746,2017-P,1173,424.0006646901962,"Thumfort, Daniel",,Upper Austria,Austria,OO Landesgartenschau 2017 Kremsmunster,,,0.0,0.0,0.0,Spirit,1,192.32330949815545,light
2761,2018-P,223,1509.3487517314925,"Ondelli, Franco",Garlate,Lombardy,Italy,Sfida degli Zucconi della Brianza,1928 Daletas,1810 Werner,396.68793607971753,1516.635083084993,1.0379497607527235,Big Max,1,684.6285189953911,heavy
2784,2021-P,499,906.3187599175832,"Malentacchi, Alvaro",Niella Belbo,Piedmont,Italy,Campionato dello Zuccone,2174 Daletas,Self,354.3999353963854,993.865052401213,0.0,Wolf,1,411.0989389485364,medium
2791,2019-P,1324,267.2415556205937,"Maffessoli, Valter",Radda in Chianti,Tuscany,Italy,Campionato dello Zuccone,1114 Garofano,Self,212.71197527658117,258.27347474560133,2.0220393161901824,Atlantic Giant,1,121.21863169705634,light
2851,2015-P,1429,331.1485353522684,"Salvagni, Augusto",,Other,Italy,Campionato dello Zuccone,,Open,241.04991691284064,374.8320943890904,0.0,Jack O'Lantern,1,150.20632644750614,light
2853,2020-P,200,1546.0879919477527,"Joebstl, Horst",Achau,Lower Austria,Austria,Leiserberge Weigh-off,2016.6 Boonen 2017,2226.7 DMGBoonenHerman 2018,418.87416054496856,1566.229812766854,0.0,Casper,1,701.293144443565,heavy
2871,2021-P,402,1087.2548506387247,"Teichmann, Erik",Gols,Burgenland,Austria,Austrian Weigh-off,1230 Schieder 20,,386.4182404925599,,0.0,Big Moose,1,493.17010221092045,heavy
2890,2015-P,977,668.5833565866911,"Markl, Michael",,Lower Austria,Austria,Austrian Weigh-off,1751 Lovse 14,,320.7988596242073,751.564463068792,0.0,Atlantic Giant,1,303.26406188087043,medium
2902,2015-P,1110,599.266380935933,"Chiti, Davide",,Other,Italy,Festa della zucca di sale,,,306.2206858400921,566.5987150410546,1.9909280244822445,Wolf,1,271.8224362614917,medium
2935,2015-P,882,787.2942894669276,"Asta, Carmelo",Perugia,Other,Italy,Festa della zucca di sale,,,321.21780836050965,747.0285842652406,2.973427111465221,Spirit,1,357.1103913478826,medium
2948,2015-P,1721,106.01026133055146,"Pastorelli, Bruna",Novellara,Other,Italy,Festa della zucca di sale,,,0.0,0.0,0.0,Spirit,1,48.0854064574475,light
2950,2013-P,1085,340.15341882998894,"Piazza, moreno",,Other,Italy,Pesa la Zucca! Foiano,,,203.4579853978888,212.39349402183228,59.33274305238662,Big Moose,1,154.29086955393234,light
2993,2018-P,1206,476.9731527226271,"Grabmayer, Manfred",Riederberg,Lower Austria,Austria,Austrian Weigh-off,2269 Paton,1784 Stels,288.7101485189065,570.4986067263358,0.0,Connecticut Field,1,216.35120628976188,light
3021,2017-P,1312,319.8618765723506,"Vanneschi, Massimo",Castelfiorentino,Tuscany,Italy,Pesa la Zucca! Foiano,,,236.50549827242293,304.8074552088328,2.979748388324058,Wolf,1,145.08678831820563,light
3027,2020-P,292,1293.3700503330306,"Forster, Karl",Baerndorf,Lower Austria,Austria,Austrian Weigh-off,1542 Urena,1527 Melka,411.0087010542041,1536.658132708785,0.0,Early Giant,1,586.66230787066,heavy
3043,2018-P,891,720.9974769218336,"Unger, Michael",,Other,Austria,Austrian Weigh-off,Kaar 17,,0.0,0.0,0.0,Atlantic Giant,1,327.0386875519283,medium
3058,2018-P,1408,297.8992370408046,"Giustarini, Vinicio",Lumezzane,Lombardy,Italy,Sfida degli Zucconi della Brianza,,,223.3409218276857,247.2778016811784,15.684668686106187,Early Giant,1,135.12471072781264,light
3067,2015-P,1379,394.3369930521424,"Bontempi, Emanuela",Arezzo,Other,Italy,Campionato dello Zuccone,----,Open,269.6170976014436,378.1138753819036,5.919498496216059,Autumn Gold,1,178.86810535250737,light
3107,2014-P,959,665.6536555199116,"Kittenberger, Christian und Dominik",Ullrichskirchen,Other,Austria,Austrian Weigh-off,934 Schieder,,301.93313406208915,629.9737110624657,3.035433574018401,Big Max,1,301.9351729145877,medium
3116,2021-P,226,1432.376680070026,"Salvagni, Augusto",,Lombardy,Italy,Sfida Nazionale della Zucca - Club Maspiano,2416 SHAIST,2060.2 PATON,400.4284388027031,1350.8199214652316,7.1966425778438,Casper,1,649.7146030663232,heavy
3140,2017-P,1334,294.43396475444735,"Frigerio, Ettore",Foiano della chiana,Tuscany,Italy,Campionato dello Zuccone,1199 Squitieri,Open,239.63046278879887,316.971338498282,0.0,Dill's Atlantic,1,133.5528909408993,light
3161,2015-P,1026,685.5849058687611,"Petrelli, Team",Capua,Campania,Italy,Campionato dello Zuccone,445 De Matteo,Open,282.93769331814565,514.7670142281795,25.40738820518681,Autumn Gold,1,310.9758286228231,medium
3256,2018-P,7,2160.876173473352,"Lizzi, Denis",Foiano della Chiana,Tuscany,Italy,Campionato dello Zuccone,2145 McMullen,Self,473.2109641883155,2327.0792080642154,0.9983672346481172,Dill's Atlantic,1,980.1561452781247,heavy
3263,2017-P,DMG,336.237226938988,"Cutrupi, Stefano",Pontedera,Tuscany,Italy,Campionato dello Zuccone,,Open,238.59498937787876,336.4130353731029,0.0,Atlantic Giant,1,152.51451624170943,light
3276,2015-P,1235,503.2117447868235,"Joebstl, Horst",St. Margarethen,Carinthia,Austria,Austrian Weigh-off,679 Joebstl 14,,0.0,0.0,0.0,Jack O'Lantern,1,228.25282174134483,medium
3279,2020-P,1077,382.9822928067925,"Nittnaus, Wolfgang",Ernstbrunn,Lower Austria,Austria,Leiserberge Weigh-off,,,0.0,0.0,0.0,Connecticut Field,1,173.7177041588186,light
3324,2015-P,1705,112.64554416102791,"Valentini, Berenice",,Other,Italy,Festa della zucca di sale,,,,113.3160411427416,3.018817767398575,Big Moose,1,51.09511766708897,light
3330,2019-P,43,1942.8915325146668,"Valagussa, Tonino",Foiano della chiana,Tuscany,Italy,Europameisterschaft im Kurbiswiegen,1911 Urena,,457.93575006583296,1786.6631706908329,0.0,Dill's Atlantic,1,881.2800560163927,heavy
3350,2017-P,399,1145.4298120900714,"Alfani, Fabio",Umbertide,Umbria,Italy,Pesa la Zucca! Foiano,,,359.65238002421773,1230.6564507106336,0.0,Cinderella,1,519.5577993255597,heavy
3370,2019-P,772,716.4324696463489,"Scholl, Theresa",,Lower Austria,Austria,Leiserberge Weigh-off,1443.6 Mathias 2018,,336.7434036224032,788.2717961988261,0.0,Early Giant,1,324.9680367718267,medium
3400,2020-P,763,655.3960773687,"Moullin, Paul",Waidhofen/Thaya,Lower Austria,Austria,Austrian Weigh-off,793.7 Dorner 19,,314.3348348000653,774.4814632230323,,Connecticut Field,1,297.2824175258234,medium
3402,2018-P,520,920.2491714154828,"Schagl, Wolfgang",Pruggern,Styria,Austria,Austrian Weigh-off,2048 Willemijns,918 Schieder,,976.675992626948,0.0,Dill's Atlantic,1,417.4176621606917,medium
3410,2020-P,59,1791.6146815041652,"Piazza, Moreno",Radda in Chianti,Tuscany,Italy,Sfida degli Zucconi della Brianza,,self,415.9058963160925,1661.0527837378424,8.242262876273053,Cinderella,1,812.6620866128374,heavy
3465,2014-P,1626,148.23686122489582,"Buechele, Franz",,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Atlantic Giant,1,67.23905435672295,light
3471,2020-P,274,1334.931642354625,"Italiano, Vincenzo",Sale Marasino,Lombardy,Italy,Sfida degli Zucconi della Brianza,"1989,5 DALETAS",self,417.0335529196212,1351.6704583442347,0.0,Jack O'Lantern,1,605.514313518919,heavy
3482,2021-P,1349,58.792853574870605,"Salvagni, Augusto",Niardo,Lombardy,Italy,Sfida Nazionale della Zucca - Club Maspiano,x,x,0.0,0.0,,Prizewinner,1,26.667968038732706,light
3497,2019-P,847,698.9047083117796,"Wittmann, Franz",Ernstbrunn,Lower Austria,Austria,Austrian Weigh-off,664.9 Jaglarz 14,551.2 Jaglarz 15,332.502336880579,784.7198934496629,0.0,Rouge Vif d’Etampes,1,317.0175844525567,medium
3531,2016-P,1054,610.4870221779929,"Puchner, Thomas",Doerfles,Lower Austria,Austria,Austrian Weigh-off,1312 Ford Butler,,319.8298451137571,664.4467010286132,0.0,Howden,1,276.91202936376015,medium
3596,2016-P,244,1435.5573744719925,"Salvagni, Augusto",Rimini,Emilia-Romagna,Italy,Pesa la Zucca! Foiano,,,349.2496253455513,1097.4486301577358,32.39083793867488,Big Moose,1,651.1573406015,heavy
3597,2019-P,881,652.5578413744556,"Thumfort, Mark",TUlln,Lower Austria,Austria,Austrian Weigh-off,2043 Clementz,1527.5 Melka,305.0358352450912,715.5277137106959,0.0,Connecticut Field,1,295.9950163847221,medium
3633,2015-P,977,676.4224239231481,"Boeck, Alexander",,Lower Austria,Austria,Austrian Weigh-off,1751 Lovse 14,,319.3122223041404,784.4015482505873,0.0,Jack O'Lantern,1,306.8198001121486,medium
3644,2020-P,EXH,717.6151464178553,"Sartini, Valerio",Radda in Chianti,Tuscany,Italy,Campionato dello Zuccone,923.7 Asta,Open,325.79436709593455,802.3867017156964,0.0,Rouge Vif d’Etampes,1,325.5044894939678,medium
3665,2015-P,1325,414.3441206029673,"Zecchini, Fernando",Foiano della Chiana,Tuscany,Italy,Campionato dello Zuccone,,,260.04991947588684,408.3634702593635,4.970446624372801,Blue Hubbard,1,187.94317835254114,light
3693,2013-P,1495,90.15499366155566,"Matteo Gabriele, Bernardini Arrigucci",Arezzo,Other,Italy,Pesa la Zucca! Foiano,,,169.0994185037069,109.49796121544468,0.0,Spirit,1,40.893583884932355,light
3698,2013-P,963,432.1627990280312,"Joebstl, Horst",Riederberg,Lower Austria,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Blue Hubbard,1,196.02558833672273,light
3700,2016-P,371,1149.8203008814105,"Deri , Giacomo",Caiazzo,Campania,Italy,Campionato dello Zuccone,1861 Cutrupi,1985 Miller,350.66572579766444,1096.0925827731796,6.946903635235072,Prizewinner,1,521.5492899174008,heavy
3740,2016-P,305,1274.3627309553583,"Innocenzo, Gregori",Teglio,Lombardy,Italy,Festa della zucca di sale,2185 brandt,1521 cutrupi,366.9359817172716,1309.64549763596,2.057241702182612,Prizewinner,1,578.0407398595029,heavy
3745,2017-P,554,1028.4563217531568,"Jaglarz, Mario",Berndorf,Lower Austria,Austria,Europameisterschaft im Kurbiswiegen,2095 Willejmins,1726 Cutrupi,366.94837152966574,1083.9768141893069,0.0,Cinderella,1,466.4995598966579,heavy
3756,2013-P,212,1329.4621841050323,"Fellner, Herbert",,Other,Austria,Austrian Weigh-off,934 Schieder 11,self,391.42675598971584,1281.3788903464135,,Howden,1,603.0334110125698,heavy
3774,2016-P,1421,249.1156779489258,"Sartini, Valerio",Lesmo,Lombardy,Italy,Festa della zucca di sale,,,200.76971467992595,197.01322938952532,24.05729293451176,Cinderella,1,112.99687859220914,light
3801,2017-P,629,866.3960952794779,"Ondelli, Franco",,Other,Italy,Pesa la Zucca! Foiano,,,352.5408220664291,940.071869188095,0.0,Jack O'Lantern,1,392.99033765000894,medium
3803,2013-P,921,500.64906374937794,"Gangl, Markus",,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Autumn Gold,1,227.09041012420784,medium
3818,2015-P,1026,689.6306435661271,"Valdambrini, Armando",Pietravairano,Campania,Italy,Campionato dello Zuccone,445 De Matteo,Open,302.05297960008653,560.8853642707353,26.06515171900912,Cinderella,1,312.81094287644675,medium
3821,2020-P,EXH,771.9902964393566,"Joebstl, Horst",Ernstbrunn,Lower Austria,Austria,Europameisterschaft im Kurbiswiegen,1080 Melka,1527 Melka,324.91200264285663,820.9910355531094,0.0,Cinderella,1,350.1686225425206,medium
3834,2013-P,1140,336.2448842647988,"Maffessoli, Valter",Arezzo,Other,Italy,Pesa la Zucca! Foiano,,,234.6621222061714,270.2574794361076,15.86631311413461,Spirit,1,152.51798954343863,light
3889,2016-P,1623,69.15519887220859,"Brandstetter, Hannes",Eitweg,Carinthia,Austria,Austrian Weigh-off,274 Joebstl,,0.0,0.0,0.0,Champion,1,31.368244966842838,light
3890,2018-P,928,686.7028679752187,"Davide, Moretti",San Pancrazio,Lombardy,Italy,Sfida degli Zucconi della Brianza,1488 Bartoli,self,306.05867523495147,640.3434544372238,3.955806119602199,Big Moose,1,311.4829272906154,medium
3925,2018-P,763,752.0685510014288,"Giustarini, Vinicio",Cremnago di Inverigo,Lombardy,Italy,Sfida degli Zucconi della Brianza,1377 Ermacora,self,320.9209620937517,871.3636091867528,0.0,Early Giant,1,341.13227818584005,medium
3930,2019-P,EXH,352.6996481014945,"Fellner, Herbert",Gr. Gerungs,Lower Austria,Austria,Leiserberge Weigh-off,,,0.0,0.0,0.0,Atlantic Giant,1,159.9817387816531,light
3965,2016-P,DMG,898.0225718926542,"Melka, Friedrich",Riederberg,Vienna,Austria,Austrian Weigh-off,Harnica,,,880.3807780059263,0.0,Cinderella,1,407.3358544299328,medium
3966,2017-P,635,823.8682203728157,"Hoefler, Norbert",Doerfles,Lower Austria,Austria,Austrian Weigh-off,Willemijns,Cutrupi,346.1550600369929,874.6485165379383,0.0,Atlantic Giant,1,373.7000338153462,medium
3997,2013-P,58,1449.323549758847,"Obendrauf, Johannes",Walperbach,Lower Austria,Austria,Austrian Weigh-off,1382 Bryson,,391.2953000197525,1418.4571490532442,,Big Max,1,657.401567582215,heavy
4002,2016-P,771,806.9057635701836,"Moretti, Damiano",,Lombardy,Italy,Campionato dello Zuccone,1866 Cutrupi,self,364.5793473701556,884.342695029451,0.0,Prizewinner,1,366.0059991093267,medium
4023,2018-P,807,775.3770472975524,"Maffessoli, Valter",Grosseto,Other,Italy,Festa della zucca di sale,1333 garofano,767 louse,286.3010101749951,741.7895290075023,9.250092884552684,Casper,1,351.7048256377914,medium
4029,2019-P,817,687.8193356197818,"Grabmayer, Manfred",Berndorf,Lower Austria,Austria,Gartenbauschule Langenlois,JZB 17,,308.07755409272005,,0.0,Spirit,1,311.98934808244803,medium
4039,2014-P,775,794.6710637014188,"Cutrupi, Stefano",,Other,Italy,Pesa la Zucca! Foiano,,,328.72084682852096,759.5710881912976,5.917317329596691,Champion,1,360.456437126454,medium
4092,2013-P,1436,130.98467158759516,"Baumgartner, Helmut",Ullrichskirchen,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Rouge Vif d’Etampes,1,59.41359915476046,light
4095,2021-P,700,731.3581620515973,"Puchner, Thomas",Wien,Vienna,Austria,Tharinger Meisterschaft,2139 Skonager,2139 Skonager,348.24594369246535,917.9840113923568,0.0,Early Giant,1,331.7382114413081,medium
4100,2021-P,1150,249.18202315712404,"Hoefler, Nobert",,Lower Austria,Austria,Austrian Weigh-off,HDA Team Bauhof,,242.1697890628029,298.1607212294588,0.0,Cinderella,1,113.0269722478862,light
4104,2014-P,1246,453.6945427481805,"Pfoser, Thomas",,Styria,Austria,Austrian Weigh-off,,,285.7569585648542,525.729013262149,0.0,Jack O'Lantern,1,205.79221503423267,light
4122,2017-P,165,1530.8591968358344,"Zucconi, Club degli",Merate,Lombardy,Italy,Campionato dello Zuccone,1521 Cutrupi,2145 McMullen,,1414.7469334257005,,Cinderella,1,694.3854848111598,heavy
4123,2013-P,795,590.1894390353538,"Bernardini, Matteo",Perugia,Other,Italy,Campionato dello Zuccone,1342 Cutrupi,Open,296.3312387015185,527.091010751598,8.108427297882429,Autumn Gold,1,267.70520803092415,medium
4165,2016-P,1320,337.5588481776105,"Gobbi, Alessio",Castelfiorentino,Tuscany,Italy,Pesa la Zucca! Foiano,,,237.43573951142045,422.9196380690833,0.0,Spirit,1,153.11399306257871,light
4171,2017-P,31,1821.5990550124927,Team Maggioni,Foiano della Chiana,Tuscany,Italy,Europameisterschaft im Kurbiswiegen,2045 McMullen,sibb,423.5399808340654,1766.062652686507,2.9305081755345963,Howden,1,826.2627585612266,heavy
4175,2019-P,DMG,802.8306320897532,"Morucci, Davide",Cremnago di Inverigo,Lombardy,Italy,Sfida degli Zucconi della Brianza,"1761,5 Cutrupi",Self,323.54968568360624,670.8287582346339,11.100329376855132,Big Max,1,364.15755207085533,medium
4183,2021-P,1233,181.50950646397004,"Aininger, Gerald",Langenlois,Lower Austria,Austria,Austrian Weigh-off,Dorner 20,,177.01353569058688,154.1271557482231,21.00968178651731,Big Max,1,82.33126005600509,light
4187,2020-P,1087,348.38025484435514,"Wischer, Andreas",,Vienna,Austria,Leiserberge Weigh-off,487 Jaglarz 19,self,,382.07331209730586,0.0,Champion,1,158.02249655536073,light
4239,2019-P,1359,274.7802867858619,"Hausgarten, Team",Wels,Lower Austria,Austria,Gartenbauschule Langenlois,Blaimschein 2017,,218.66736206752404,294.02332623736413,0.0,Connecticut Field,1,124.63813984377268,light
4253,2016-P,689,904.9588598099144,"emidio, boioni",Goito,Lombardy,Italy,Festa della zucca di sale,2145 mcmullen,,331.23576580247743,918.2381290720222,6.850796888702969,Champion,1,410.4820991388987,medium
4326,2015-P,1677,157.3439175480957,"Hofer, Johann",Doerfles,Lower Austria,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Dill's Atlantic,1,71.36994224847582,light
4332,2017-P,1013,583.8046623210854,"Cutrupi, Stefano",Viarigi,Piedmont,Italy,Pesa la Zucca! Foiano,,,313.2718699583673,697.6323368553698,0.0,Casper,1,264.80912439154577,medium
4337,2021-P,713,691.6292957599921,"Ferraris, Giustino",Spinoso,Basilicata,Italy,Campionato dello Zuccone,1131 Chiti,Self,295.1013113065339,622.1855708744602,10.067582351264743,Autumn Gold,1,313.71751552236634,medium
4369,2018-P,1500,243.99444223855303,"Marcelli, Edoardo e Gianluca",Radda in Chianti,Tuscany,Italy,Campionato dello Zuccone,,,223.6876401985604,210.18312162420145,7.93668287971121,Cinderella,1,110.67392704386975,light
4375,2018-P,EXH,512.8343754250269,"Giulio, Belotti",Sale Marasino,Lombardy,Italy,Festa della zucca di sale,,,286.3595600895422,556.4438216625374,0.0,Champion,1,232.6175700177888,medium
4394,2017-P,635,924.8397671109144,"Puehringer, Beate",Tulln,Lower Austria,Austria,Austrian Weigh-off,Willemijns,Cutrupi,357.7535809248588,949.3672172724694,0.0,Howden,1,419.49991964337386,medium
4417,2014-P,1374,341.56635160543823,"Bartoli, Ivan",Artogne,Other,Italy,Campionato dello Zuccone,1382 Cutrupi,Open,239.8243651298924,348.30339548746394,2.005656530333241,Rouge Vif d’Etampes,1,154.93176455741394,light
4453,2017-P,907,656.9173388011804,"Maffessoli, Valter",Sirtori,Lombardy,Italy,Sfida degli Zucconi della Brianza,1636 Deletas,self,309.7478591485676,631.7856454124991,0.9708800203260942,Autumn Gold,1,297.97244954150506,medium
4459,2020-P,424,1069.695506551795,"Fellner, Herbert",,Lower Austria,Austria,Europameisterschaft im Kurbiswiegen,1527 Melka,1594 Melka,352.5925093084536,937.2513387882148,4.035035728028841,Early Giant,1,485.2053242078418,heavy
4473,2015-P,882,783.0745005930792,"Petrelli, Team",,Other,Italy,Festa della zucca di sale,,,311.2018743176152,718.0609464310362,3.008259965872792,Howden,1,355.19632887301594,medium
4482,2019-P,1618,107.8257679583202,"Ondelli, Franco",Poggiridenti,Lombardy,Italy,Sfida Nazionale della Zucca - Club Maspiano,Salvagni 2017,Self,0.0,0.0,0.0,Cinderella,1,48.908905739750374,light
4492,2017-P,989,612.9462671808388,"Cutrupi, Stefano",Coccaglio,Lombardy,Italy,Sfida degli Zucconi della Brianza,,Open,310.89424201953364,591.4307886890165,2.9479678917297734,Rouge Vif d’Etampes,1,278.02752322309107,medium
4503,2021-P,EXH,227.8922263112917,"Jaglarz, Mario",Baerndorf,Lower Austria,Austria,Retzer Land Weigh-off,2021.5 Sperry 20,1965 Jutras 19,210.6788064088728,218.38022000696745,0.9632961683377308,Blue Hubbard,1,103.37009071699143,light
